user_id,age,gender,location,signup_date,preferred_brands,spending_power,avg_purchase_value,total_purchases
U04114,31,F,Philadelphia,2025-01-12,"Sony,Samsung",medium,225.39,8
U04115,29,F,Chicago,2025-04-30,"HP,Dell,Samsung",medium,350.04,10
U04116,26,Other,Los Angeles,2024-07-16,Apple,medium,349.74,9
U04117,46,M,San Jose,2025-04-25,"HP,Sony,Dell",high,1432.87,14
U04118,48,M,Philadelphia,2024-06-05,"Apple,Samsung",high,568.56,10
U04119,61,Other,Philadelphia,2025-06-08,"Apple,Sony,HP",high,1394.93,6
U04120,38,M,San Jose,2024-03-03,"Dell,HP",medium,626.13,7
U04121,38,M,Chicago,2024-03-14,"HP,Apple,Samsung",medium,277.31,10
U04122,53,M,Dallas,2025-04-21,Dell,high,348.67,10
U04123,22,Other,Dallas,2023-11-06,Dell,low,60.8,7
U04124,30,F,Chicago,2025-03-21,"Apple,Sony,Samsung",medium,475.48,8
U04125,70,Other,Phoenix,2023-12-12,"Sony,Apple",high,700.5,10
U04126,44,M,San Diego,2025-07-09,"Samsung,Sony,Dell",high,1044.52,7
U04127,51,M,Los Angeles,2024-10-05,Sony,high,1384.28,4
U04128,54,Other,Houston,2025-06-13,"Apple,Dell",high,874.96,9
U04129,58,Other,Philadelphia,2025-03-24,Apple,high,813.73,6
U04130,22,M,San Jose,2025-02-22,Apple,low,150.36,9
U04131,42,Other,San Diego,2024-10-07,"Samsung,Dell",high,432.28,11
U04132,19,F,Houston,2025-02-20,Sony,low,111.46,9
U04133,48,Other,Chicago,2024-04-30,"Samsung,Apple",high,515.54,9
U04134,18,F,San Antonio,2024-08-03,"Apple,Samsung",low,105.42,4
U04135,34,F,Los Angeles,2024-05-31,"Sony,Apple",medium,451.11,7
U04136,27,M,Phoenix,2024-04-20,"Sony,HP",medium,289.87,4
U04137,53,F,Chicago,2025-06-03,"Samsung,Dell,Sony",high,1369.98,10
U04138,29,Other,New York,2025-03-03,"Sony,Apple",medium,204.63,5
U04139,32,F,San Antonio,2024-01-12,"Apple,Dell",medium,547.43,12
U04140,25,F,San Diego,2025-05-12,Samsung,medium,249.94,4
U04141,40,Other,Los Angeles,2024-07-01,"HP,Samsung",high,1272.23,6
U04142,18,M,Philadelphia,2025-01-17,"Samsung,HP,Apple",low,207.41,5
U04143,42,F,Phoenix,2024-02-02,"HP,Sony",high,1461.98,9
U04144,30,F,Philadelphia,2024-03-31,Dell,medium,549.01,11
U04145,43,M,Chicago,2025-04-09,"HP,Samsung,Apple",high,477.49,12
U04146,39,M,San Antonio,2023-08-29,"Dell,Sony",medium,576.85,4
U04147,22,Other,Philadelphia,2025-04-06,"Apple,Samsung,Sony",low,58.63,20
U04148,24,M,Los Angeles,2024-09-01,"Sony,Apple,Samsung",low,74.63,12
U04149,43,Other,Houston,2025-01-15,"Dell,Sony",high,1168.09,7
U04150,35,M,San Antonio,2025-01-02,Apple,medium,389.43,8
U04151,41,Other,Philadelphia,2023-08-12,"Samsung,Dell",high,1140.67,10
U04152,18,M,New York,2023-12-15,"Sony,Apple,Samsung",low,242.77,0
U04153,47,F,Houston,2024-04-23,"Apple,Samsung",high,415.07,9
U04154,37,F,New York,2024-10-25,"Apple,HP",medium,691.35,10
U04155,50,F,San Jose,2025-02-05,"Samsung,HP,Sony",high,1283.71,3
U04156,53,Other,San Diego,2025-04-25,"HP,Sony",high,756.82,9
U04157,30,M,San Diego,2024-07-06,"Dell,Sony,Apple",medium,412.76,8
U04158,27,M,San Diego,2024-11-28,"HP,Samsung,Apple",medium,658.08,6
U04159,25,M,New York,2023-08-26,"Sony,Apple",medium,664.67,6
U04160,27,Other,Dallas,2025-01-16,Apple,medium,492.88,4
U04161,59,M,San Antonio,2024-10-07,"Dell,Apple,Sony",high,1022.59,9
U04162,41,F,Phoenix,2025-06-14,"Sony,HP",high,1413.69,11
U04163,27,F,Chicago,2024-08-20,"Samsung,Sony,HP",medium,212.87,6
U04164,32,F,San Antonio,2024-07-16,HP,medium,356.58,8
U04165,70,M,New York,2024-04-04,"Sony,Dell,Apple",high,1083.06,11
U04166,41,Other,Chicago,2024-04-24,HP,high,1093.97,9
U04167,19,M,San Antonio,2025-07-02,Dell,low,246.91,8
U04168,56,M,Los Angeles,2024-01-01,"HP,Apple",high,1187.4,11
U04169,50,M,San Jose,2024-12-15,"Apple,HP",high,1007.48,6
U04170,18,Other,New York,2024-01-06,Dell,low,62.24,11
U04171,54,M,Chicago,2024-03-04,"Dell,Samsung,Sony",high,328.95,7
U04172,34,Other,Dallas,2024-04-12,"Dell,HP",medium,670.94,11
U04173,36,M,Phoenix,2023-09-10,"Dell,Samsung,Sony",medium,431.42,9
U04174,36,M,Los Angeles,2025-04-12,"Sony,Dell,HP",medium,593.62,9
U04175,51,Other,San Jose,2024-06-13,"Dell,Apple",high,1456.97,11
U04176,43,F,Houston,2023-10-17,"HP,Sony",high,768.41,5
U04177,25,Other,Los Angeles,2023-11-29,Samsung,medium,222.15,8
U04178,30,M,Houston,2024-07-16,"Samsung,Dell",medium,678.25,7
U04179,64,Other,Dallas,2023-09-11,"Samsung,Sony,Apple",high,358.45,7
U04180,29,F,Los Angeles,2024-05-20,"Sony,Dell",medium,583.38,7
U04181,21,M,Philadelphia,2024-01-21,HP,low,82.68,6
U04182,19,M,San Diego,2024-03-07,"HP,Dell",low,285.97,6
U04183,18,F,San Diego,2024-04-23,"Samsung,Sony,Dell",low,282.13,13
U04184,49,Other,Philadelphia,2023-09-27,"Sony,Samsung,HP",high,582.24,10
U04185,43,F,San Jose,2023-12-14,"Dell,Apple,HP",high,720.8,5
U04186,18,M,Los Angeles,2023-11-10,Apple,low,224.26,9
U04187,38,F,San Antonio,2023-10-12,"Apple,Samsung,Dell",medium,685.91,7
U04188,19,M,San Jose,2025-04-28,"Dell,Samsung,Apple",low,142.39,7
U04189,28,Other,New York,2024-12-23,"Apple,Samsung,Sony",medium,487.03,15
U04190,26,M,New York,2024-09-03,"Dell,Samsung,Sony",medium,678.71,2
U04191,28,Other,San Diego,2024-07-11,Samsung,medium,397.65,8
U04192,33,F,Chicago,2024-05-21,"Samsung,Apple,Dell",medium,558.93,7
U04193,23,F,Dallas,2024-03-13,"Dell,Apple",low,78.43,8
U04194,34,Other,Chicago,2024-06-11,"HP,Samsung,Dell",medium,647.61,7
U04195,23,M,San Diego,2024-12-04,"Samsung,HP,Apple",low,194.75,3
U04196,42,M,San Diego,2023-10-07,"HP,Dell",high,702.78,8
U04197,43,M,Houston,2023-12-25,"Sony,Dell,Samsung",high,1303.8,5
U04198,36,Other,New York,2024-09-08,"Dell,HP",medium,634.86,10
U04199,40,Other,Los Angeles,2024-04-15,"Samsung,Apple",high,1397.55,9
U04200,20,Other,Phoenix,2024-12-24,"Sony,Samsung",low,137.44,12
U04201,29,Other,Los Angeles,2025-05-19,"Sony,Dell,Samsung",medium,218.99,8
U04202,22,Other,Chicago,2024-04-14,Apple,low,204.73,9
U04203,20,Other,New York,2025-01-17,"HP,Sony",low,162.68,8
U04204,34,F,San Antonio,2025-01-19,"Sony,Samsung,Apple",medium,545.97,11
U04205,38,F,Dallas,2024-07-07,"Apple,Sony",medium,394.71,10
U04206,56,F,San Jose,2024-10-23,HP,high,1071.86,7
U04207,48,F,Phoenix,2025-04-11,Apple,high,318.77,9
U04208,39,M,San Diego,2023-11-29,"Sony,Samsung",medium,409.28,9
U04209,42,Other,Chicago,2025-04-02,Apple,high,1320.96,7
U04210,31,M,Dallas,2024-01-17,"HP,Dell,Sony",medium,736.19,8
U04211,52,Other,Los Angeles,2024-12-21,HP,high,594.5,3
U04212,28,F,Philadelphia,2024-12-25,"Sony,Apple,Dell",medium,253.49,10
U04213,18,Other,San Diego,2025-06-20,Sony,low,164.51,10
U04214,25,F,New York,2023-10-09,Dell,medium,371.78,5
U04215,37,Other,Chicago,2024-06-30,Sony,medium,699.3,9
U04216,47,F,Philadelphia,2024-10-11,"Samsung,Apple",high,1394.44,12
U04217,46,M,Houston,2024-08-13,"Sony,Dell,HP",high,1151.03,6
U04218,46,M,Chicago,2023-09-18,HP,high,641.39,7
U04219,35,F,Los Angeles,2024-04-29,Sony,medium,337.44,7
U04220,24,F,San Antonio,2025-05-26,"Sony,HP,Samsung",low,221.3,6
U04221,29,Other,New York,2024-05-27,Samsung,medium,755.8,12
U04222,31,Other,Los Angeles,2025-06-06,"HP,Sony",medium,265.01,5
U04223,70,M,Philadelphia,2025-03-14,Sony,high,1058.89,9
U04224,50,Other,Los Angeles,2025-01-28,Samsung,high,498.55,8
U04225,35,Other,Los Angeles,2024-03-16,"Dell,Apple",medium,429.78,8
U04226,43,M,San Jose,2024-08-17,"Sony,Apple",high,934.54,3
U04227,20,F,Phoenix,2025-03-26,Samsung,low,218.53,8
U04228,45,F,San Antonio,2024-07-25,"Apple,Samsung,Sony",high,708.65,9
U04229,51,Other,Los Angeles,2024-08-26,"Sony,Apple",high,827.09,9
U04230,28,Other,Los Angeles,2023-09-15,"Dell,Samsung",medium,539.49,12
U04231,50,Other,Philadelphia,2025-01-28,"Sony,Samsung,Apple",high,402.77,12
U04232,20,Other,Los Angeles,2023-10-09,"Apple,Sony,HP",low,192.61,7
U04233,44,Other,Phoenix,2024-02-29,Sony,high,432.19,8
U04234,43,M,Los Angeles,2024-12-19,"Sony,Dell,HP",high,997.3,5
U04235,22,Other,Los Angeles,2024-10-10,Dell,low,130.36,10
U04236,26,M,Los Angeles,2025-02-12,"Apple,HP,Samsung",medium,381.18,9
U04237,34,M,Chicago,2025-06-06,"HP,Sony,Dell",medium,384.33,8
U04238,30,Other,Dallas,2024-02-19,"Dell,HP,Samsung",medium,574.54,7
U04239,47,Other,Los Angeles,2023-08-21,"Samsung,Dell,Apple",high,1427.39,7
U04240,36,Other,Los Angeles,2024-11-17,"Dell,HP,Sony",medium,396.17,9
U04241,39,Other,Los Angeles,2024-05-28,"Sony,Apple",medium,797.69,8
U04242,40,F,Houston,2025-02-25,"Apple,HP,Dell",high,418.05,6
U04243,32,M,Dallas,2024-09-09,Samsung,medium,261.4,9
U04244,36,F,Dallas,2025-02-04,Sony,medium,309.82,8
U04245,18,F,New York,2025-03-22,Sony,low,148.63,7
U04246,52,F,San Diego,2025-05-06,"Samsung,HP,Apple",high,1493.99,3
U04247,18,F,Houston,2024-11-11,Samsung,low,184.22,6
U04248,42,F,New York,2024-04-26,"Dell,Apple",high,673.12,6
U04249,29,M,San Jose,2025-01-07,"HP,Dell,Sony",medium,623.65,5
U04250,33,F,San Antonio,2024-04-03,"Apple,Dell",medium,492.08,4
U04251,63,M,Los Angeles,2025-06-18,"Sony,Samsung",high,1252.19,11
U04252,19,Other,New York,2025-07-08,Samsung,low,224.74,9
U04253,25,F,Los Angeles,2025-07-09,"HP,Dell,Apple",medium,370.19,9
U04254,28,F,Chicago,2024-08-10,"Samsung,Dell",medium,407.81,3
U04255,42,M,San Antonio,2023-09-15,"HP,Samsung,Sony",high,513.46,6
U04256,18,F,Houston,2023-12-12,"Sony,Samsung,Apple",low,188.89,11
U04257,49,M,Dallas,2025-02-05,"HP,Samsung,Dell",high,1077.73,9
U04258,23,Other,Chicago,2024-04-14,"Dell,Apple,Samsung",low,271.16,10
U04259,47,Other,New York,2024-10-21,Samsung,high,722.74,10
U04260,30,F,Houston,2025-05-09,"HP,Sony,Dell",medium,341.16,7
U04261,25,M,San Antonio,2023-08-30,"HP,Samsung,Sony",medium,248.52,7
U04262,50,M,Philadelphia,2024-11-15,"Dell,Apple",high,715.42,2
U04263,27,F,New York,2024-03-08,"Sony,Apple",medium,633.93,12
U04264,31,Other,Phoenix,2023-12-27,"HP,Dell",medium,318.69,10
U04265,44,F,San Diego,2024-07-07,"Dell,HP,Apple",high,1222.44,8
U04266,28,M,Dallas,2025-07-17,"HP,Sony",medium,243.78,14
U04267,23,F,Dallas,2024-10-15,"Sony,HP,Dell",low,92.83,4
U04268,30,F,San Jose,2024-08-22,"Apple,Samsung",medium,690.28,5
U04269,31,M,New York,2024-08-27,"Apple,Sony,Samsung",medium,257.76,12
U04270,18,F,Houston,2023-09-22,"Sony,Apple,HP",low,226.0,6
U04271,32,M,New York,2023-11-26,"Dell,Sony",medium,405.57,3
U04272,35,Other,Houston,2024-05-15,Dell,medium,653.79,11
U04273,30,Other,San Jose,2025-07-18,"Apple,Sony",medium,238.93,8
U04274,34,M,San Diego,2025-03-05,Samsung,medium,356.49,6
U04275,25,F,San Diego,2024-03-01,"Apple,Samsung",medium,730.11,6
U04276,34,Other,Chicago,2024-12-19,"HP,Apple,Dell",medium,509.57,7
U04277,53,F,Los Angeles,2024-02-06,"HP,Samsung,Dell",high,1433.44,6
U04278,42,F,San Diego,2023-08-30,"Sony,Samsung,Apple",high,384.73,5
U04279,39,M,San Diego,2024-09-07,"Dell,Samsung,HP",medium,734.69,8
U04280,23,M,Los Angeles,2025-04-30,"HP,Samsung",low,109.65,7
U04281,35,M,New York,2024-01-28,"Dell,Samsung,Apple",medium,232.3,7
U04282,36,F,Philadelphia,2023-12-11,"Apple,HP",medium,340.93,6
U04283,46,Other,Los Angeles,2024-02-23,Samsung,high,1145.98,11
U04284,18,F,Dallas,2024-07-12,"Apple,HP,Dell",low,82.25,13
U04285,39,Other,Chicago,2024-09-20,Sony,medium,214.24,5
U04286,59,M,San Diego,2025-06-12,HP,high,614.15,7
U04287,36,F,Los Angeles,2024-05-20,"HP,Dell,Sony",medium,467.37,7
U04288,58,Other,Houston,2025-01-21,Sony,high,981.45,10
U04289,21,Other,San Diego,2025-07-17,Samsung,low,290.66,7
U04290,21,F,Houston,2023-10-08,"Dell,Sony",low,103.26,4
U04291,44,M,Phoenix,2024-09-19,Apple,high,352.07,11
U04292,32,F,Los Angeles,2025-06-12,Sony,medium,706.07,6
U04293,24,M,Los Angeles,2025-07-16,"Sony,Apple,Dell",low,80.49,7
U04294,22,F,Philadelphia,2024-08-21,"Dell,Sony,Apple",low,61.83,8
U04295,28,F,Chicago,2023-08-27,"Samsung,HP,Sony",medium,776.06,4
U04296,35,F,San Diego,2025-03-17,"Apple,Dell,Samsung",medium,676.95,10
U04297,33,M,Dallas,2023-11-22,"HP,Dell,Sony",medium,532.24,12
U04298,48,F,San Diego,2024-05-21,"Dell,Sony",high,1337.72,12
U04299,34,M,Dallas,2024-03-24,"Apple,Samsung",medium,673.9,9
U04300,35,Other,Dallas,2025-05-03,"HP,Samsung,Sony",medium,473.88,11
U04301,23,Other,Chicago,2025-06-16,"HP,Dell",low,106.21,9
U04302,24,F,Philadelphia,2025-03-31,"Sony,HP,Samsung",low,234.82,12
U04303,39,F,Dallas,2025-05-03,"Dell,Samsung,HP",medium,268.08,7
U04304,48,Other,New York,2024-03-05,"Dell,Sony,HP",high,1112.8,6
U04305,20,M,Los Angeles,2024-08-06,"Sony,HP",low,204.95,7
U04306,68,Other,Los Angeles,2024-01-23,"Sony,Samsung,HP",high,769.56,1
U04307,29,M,New York,2024-07-23,"Sony,Samsung",medium,660.32,8
U04308,58,Other,Chicago,2024-04-26,HP,high,679.44,7
U04309,22,M,San Antonio,2024-12-07,"Sony,Dell,Samsung",low,52.11,10
U04310,42,M,San Diego,2023-10-17,Sony,high,536.66,10
U04311,32,Other,Phoenix,2025-01-19,Sony,medium,415.42,8
U04312,41,Other,Philadelphia,2024-08-18,Sony,high,620.38,7
U04313,29,M,San Diego,2024-02-16,"HP,Dell,Samsung",medium,480.79,12
U04314,18,Other,Dallas,2024-01-25,"Samsung,HP,Apple",low,240.57,11
U04315,29,M,New York,2024-04-18,Apple,medium,755.34,5
U04316,34,M,San Jose,2024-09-14,"Apple,HP",medium,669.37,6
U04317,36,F,San Antonio,2025-04-11,"Dell,Sony,HP",medium,495.07,7
U04318,39,Other,New York,2024-10-15,Apple,medium,771.54,5
U04319,48,F,Dallas,2024-05-17,"Dell,Apple",high,926.18,6
U04320,34,F,Phoenix,2025-02-26,"Samsung,Sony",medium,380.37,9
U04321,32,F,New York,2023-08-16,"HP,Dell",medium,482.01,6
U04322,33,M,New York,2025-03-30,"Dell,HP,Apple",medium,338.56,7
U04323,37,M,Philadelphia,2024-04-10,Sony,medium,595.77,5
U04324,20,M,New York,2024-04-10,Samsung,low,126.99,11
U04325,47,F,San Antonio,2024-02-02,"HP,Dell,Sony",high,1370.57,8
U04326,25,Other,New York,2024-12-22,"Apple,Sony,HP",medium,508.06,8
U04327,49,M,San Diego,2024-05-02,"HP,Samsung,Dell",high,784.73,7
U04328,18,Other,Chicago,2024-10-11,"Apple,Sony",low,263.77,8
U04329,41,M,Los Angeles,2023-09-01,Apple,high,411.89,8
U04330,59,F,Phoenix,2024-11-20,Samsung,high,400.49,9
U04331,18,F,Philadelphia,2023-08-23,"Sony,Apple",low,177.53,3
U04332,43,M,Chicago,2024-04-10,"HP,Apple",high,1377.04,6
U04333,34,F,New York,2025-07-06,Sony,medium,345.22,8
U04334,47,F,Phoenix,2025-01-07,"Samsung,Sony,HP",high,1267.28,11
U04335,18,F,Phoenix,2025-06-29,"Sony,Samsung,Dell",low,84.52,12
U04336,18,M,Chicago,2024-12-30,Apple,low,255.4,6
U04337,39,F,Los Angeles,2023-10-15,Apple,medium,555.12,5
U04338,38,M,Chicago,2025-06-30,"Apple,Dell",medium,261.48,7
U04339,28,Other,San Antonio,2023-10-02,"Samsung,Apple,Dell",medium,416.29,6
U04340,30,M,Chicago,2025-05-12,"Sony,HP,Apple",medium,588.04,9
U04341,46,F,San Diego,2023-09-28,Sony,high,1279.56,6
U04342,32,Other,Phoenix,2023-09-12,Sony,medium,664.97,10
U04343,33,M,Los Angeles,2024-06-04,Sony,medium,600.85,7
U04344,47,Other,San Jose,2023-11-11,"Sony,Samsung",high,795.7,9
U04345,25,Other,Los Angeles,2024-01-29,"Sony,HP",medium,325.79,8
U04346,33,F,Dallas,2025-02-21,"HP,Samsung",medium,631.9,9
U04347,30,Other,Philadelphia,2025-05-28,"Apple,Sony,Dell",medium,548.32,8
U04348,43,Other,Phoenix,2025-06-26,Samsung,high,460.28,9
U04349,47,F,Dallas,2024-07-14,"Samsung,Sony,Dell",high,367.16,5
U04350,38,M,Philadelphia,2023-10-07,HP,medium,510.72,10
U04351,34,F,New York,2024-03-08,"Apple,Dell",medium,629.64,13
U04352,26,Other,Los Angeles,2023-12-07,"Dell,Samsung,HP",medium,355.55,11
U04353,20,F,Chicago,2024-07-27,Sony,low,225.94,7
U04354,30,F,San Diego,2024-03-15,"Sony,HP",medium,667.16,10
U04355,59,F,San Jose,2024-06-24,"HP,Samsung",high,340.71,7
U04356,31,F,Phoenix,2025-06-04,Dell,medium,205.23,19
U04357,40,Other,Dallas,2024-02-21,Dell,high,657.18,4
U04358,29,F,Chicago,2023-09-10,"Sony,HP",medium,681.4,11
U04359,18,F,San Diego,2023-11-29,HP,low,137.91,8
U04360,35,Other,Phoenix,2023-09-29,"Apple,HP",medium,283.83,7
U04361,18,M,Phoenix,2025-07-04,"Samsung,Sony",low,113.32,7
U04362,40,F,Houston,2023-11-19,"Apple,HP",high,1206.8,8
U04363,22,M,San Jose,2023-11-07,Samsung,low,260.6,5
U04364,41,Other,Phoenix,2024-04-05,Dell,high,976.4,9
U04365,44,F,Chicago,2024-07-24,"Apple,Dell,Samsung",high,541.55,9
U04366,42,Other,San Antonio,2025-05-31,Samsung,high,746.08,11
U04367,36,Other,Houston,2023-09-01,"HP,Sony,Apple",medium,604.39,7
U04368,36,Other,Dallas,2024-02-01,"Sony,Samsung",medium,475.96,11
U04369,25,Other,Philadelphia,2025-02-19,"Samsung,Dell,Apple",medium,671.81,4
U04370,33,F,San Jose,2024-10-31,"Dell,Sony,Samsung",medium,755.87,6
U04371,47,F,San Jose,2023-08-13,"Sony,HP,Samsung",high,1179.66,10
U04372,27,M,Chicago,2024-04-25,"Samsung,Apple,HP",medium,625.78,10
U04373,38,F,Chicago,2024-05-05,"Apple,Samsung,HP",medium,710.0,5
U04374,57,Other,Phoenix,2025-07-04,Samsung,high,1019.64,11
U04375,18,M,San Antonio,2023-09-16,Dell,low,146.87,8
U04376,25,F,San Antonio,2024-10-24,"Apple,Sony,HP",medium,366.9,6
U04377,24,F,Philadelphia,2023-09-18,"Apple,HP",low,90.84,6
U04378,52,F,Houston,2024-02-28,Apple,high,1457.79,8
U04379,39,F,New York,2025-03-11,"Samsung,HP,Apple",medium,486.1,12
U04380,57,Other,Phoenix,2023-09-02,"Sony,HP,Apple",high,1251.77,10
U04381,21,Other,Chicago,2024-05-02,"Dell,HP",low,248.65,6
U04382,24,M,Houston,2023-10-28,Sony,low,224.8,8
U04383,30,M,Houston,2023-10-13,"Samsung,HP",medium,629.27,8
U04384,32,Other,Houston,2023-11-14,"HP,Samsung",medium,247.89,11
U04385,18,F,Los Angeles,2025-06-16,Samsung,low,144.84,14
U04386,23,F,San Diego,2025-02-09,Sony,low,98.43,7
U04387,29,Other,Phoenix,2023-08-15,"Dell,HP,Samsung",medium,329.95,8
U04388,28,F,Los Angeles,2024-07-24,"Dell,Samsung",medium,266.84,10
U04389,36,M,Philadelphia,2025-01-24,HP,medium,540.68,9
U04390,41,M,Los Angeles,2024-01-06,"Samsung,Apple",high,1098.32,6
U04391,38,Other,Philadelphia,2025-06-06,"HP,Samsung",medium,704.78,7
U04392,38,F,San Diego,2024-12-07,Samsung,medium,567.38,7
U04393,38,M,Phoenix,2025-05-02,"Sony,HP,Apple",medium,736.23,9
U04394,52,M,San Diego,2023-09-12,"HP,Apple",high,930.58,9
U04395,22,F,Dallas,2025-07-10,HP,low,64.7,4
U04396,33,M,Chicago,2025-06-30,"Dell,Apple,HP",medium,766.26,11
U04397,29,M,Dallas,2023-12-08,"Sony,Samsung",medium,347.19,6
U04398,57,Other,Philadelphia,2023-12-23,"Apple,Samsung",high,581.49,7
U04399,33,M,Philadelphia,2023-11-01,"HP,Dell,Samsung",medium,268.99,8
U04400,53,F,San Diego,2023-11-01,Samsung,high,500.82,8
U04401,41,M,Dallas,2024-02-06,"Apple,Dell,HP",high,1363.19,14
U04402,21,F,Los Angeles,2024-04-08,"Apple,Samsung",low,288.69,10
U04403,18,Other,Phoenix,2025-03-26,Apple,low,61.77,10
U04404,37,Other,Dallas,2024-05-21,"Sony,Dell",medium,394.73,10
U04405,32,Other,Dallas,2024-08-16,HP,medium,403.27,8
U04406,38,M,Phoenix,2024-08-19,Sony,medium,571.17,8
U04407,18,F,Chicago,2024-11-16,"Dell,Sony",low,219.29,9
U04408,32,M,San Diego,2025-01-27,"Dell,Sony,Apple",medium,524.11,9
U04409,35,M,Phoenix,2023-08-22,Apple,medium,385.08,16
U04410,25,M,Dallas,2024-10-25,"Sony,Apple,HP",medium,772.66,13
U04411,18,F,San Antonio,2025-03-01,Dell,low,269.19,10
U04412,29,F,Houston,2024-09-29,"Samsung,Sony,Apple",medium,455.45,6
U04413,43,Other,San Antonio,2024-04-25,"Apple,Dell",high,967.1,10
U04414,45,Other,Dallas,2023-09-09,"Dell,Sony,HP",high,677.6,8
U04415,49,F,San Jose,2025-05-12,Apple,high,774.35,8
U04416,18,F,San Diego,2023-10-11,Dell,low,122.42,7
U04417,40,M,Dallas,2024-04-26,"Samsung,Dell,Sony",high,1033.38,8
U04418,18,F,Houston,2024-04-19,"Apple,HP",low,291.75,5
U04419,20,F,San Jose,2024-12-23,Dell,low,235.13,7
U04420,32,F,San Jose,2024-02-10,Sony,medium,789.31,9
U04421,44,F,Dallas,2025-07-14,"Dell,Apple",high,651.27,4
U04422,37,F,San Jose,2025-01-04,"Sony,Apple",medium,681.08,4
U04423,33,F,Philadelphia,2024-06-20,"Samsung,Dell,Sony",medium,741.66,8
U04424,45,M,New York,2024-12-15,"Samsung,Dell,Apple",high,1456.68,5
U04425,24,F,Los Angeles,2025-03-06,"Dell,HP",low,297.56,8
U04426,23,M,Chicago,2024-11-15,Apple,low,188.14,9
U04427,47,F,San Diego,2023-09-22,"HP,Sony,Dell",high,438.17,6
U04428,32,M,Chicago,2023-08-06,"Samsung,Sony",medium,665.36,9
U04429,36,F,New York,2025-07-21,"HP,Apple,Samsung",medium,750.12,10
U04430,44,Other,Houston,2024-06-06,"HP,Apple,Sony",high,1444.48,15
U04431,25,M,Houston,2024-10-26,Samsung,medium,693.09,10
U04432,29,F,Philadelphia,2023-09-28,Samsung,medium,552.98,5
U04433,27,F,San Antonio,2024-01-27,"HP,Dell",medium,719.45,4
U04434,35,F,New York,2024-03-05,Dell,medium,226.39,5
U04435,41,F,Phoenix,2024-07-07,Sony,high,1244.62,7
U04436,21,M,San Diego,2025-06-26,Sony,low,233.31,6
U04437,47,M,San Diego,2024-09-15,"Samsung,Dell",high,971.78,8
U04438,18,M,San Antonio,2024-11-26,"Dell,HP,Apple",low,268.75,5
U04439,36,F,San Diego,2023-08-04,"Sony,Apple",medium,643.43,9
U04440,29,F,Philadelphia,2024-03-02,"Dell,Apple",medium,514.11,15
U04441,18,F,Dallas,2024-03-04,"Apple,Sony",low,92.58,6
U04442,25,Other,Philadelphia,2024-12-01,"Apple,Sony,HP",medium,635.48,10
U04443,39,Other,Dallas,2024-03-03,"Samsung,Dell",medium,324.34,10
U04444,38,F,San Jose,2025-02-02,Samsung,medium,281.81,7
U04445,68,Other,Houston,2023-12-16,"HP,Samsung,Apple",high,676.85,11
U04446,40,M,New York,2024-04-12,"Apple,Samsung,HP",high,1094.18,12
U04447,22,M,Phoenix,2024-10-22,"Sony,HP,Samsung",low,163.34,12
U04448,18,F,Los Angeles,2024-07-21,"Sony,Apple,HP",low,287.65,10
U04449,29,Other,San Antonio,2024-06-24,Sony,medium,389.39,7
U04450,30,Other,San Jose,2024-12-04,"Apple,HP,Samsung",medium,611.37,10
U04451,34,Other,Phoenix,2024-07-14,"Dell,HP",medium,752.38,6
U04452,44,Other,San Diego,2024-06-14,"Dell,HP",high,761.84,5
U04453,39,F,San Diego,2024-06-20,HP,medium,411.67,11
U04454,18,M,Dallas,2023-09-10,"Sony,Samsung,HP",low,158.95,3
U04455,49,F,Philadelphia,2025-01-20,Dell,high,736.51,12
U04456,20,F,San Jose,2023-10-29,"HP,Dell,Sony",low,83.59,8
U04457,42,Other,Dallas,2024-03-16,Dell,high,732.71,6
U04458,26,Other,Phoenix,2025-03-05,Apple,medium,458.67,12
U04459,34,Other,Dallas,2024-07-23,"Apple,Dell,Sony",medium,302.1,12
U04460,24,Other,San Diego,2023-09-02,HP,low,157.95,11
U04461,33,Other,Phoenix,2025-06-23,Dell,medium,680.24,6
U04462,29,M,Phoenix,2024-05-30,"Samsung,Apple",medium,347.45,8
U04463,50,M,Phoenix,2024-11-17,Samsung,high,406.75,10
U04464,42,Other,Houston,2023-12-26,Samsung,high,1284.96,5
U04465,32,M,Los Angeles,2025-04-05,"Sony,Apple,Samsung",medium,412.19,8
U04466,32,Other,Dallas,2024-08-31,"HP,Dell",medium,391.87,2
U04467,25,M,Phoenix,2024-07-29,HP,medium,435.62,5
U04468,49,F,Los Angeles,2024-10-18,Dell,high,1030.34,7
U04469,33,F,Philadelphia,2024-04-19,"HP,Samsung,Dell",medium,243.71,11
U04470,45,F,San Jose,2024-01-16,HP,high,847.53,7
U04471,52,M,Houston,2024-08-26,"Dell,HP",high,1396.64,5
U04472,48,F,Houston,2023-09-25,HP,high,1154.46,7
U04473,26,Other,Philadelphia,2023-08-01,"HP,Dell,Sony",medium,350.2,6
U04474,34,F,Dallas,2025-03-06,"Dell,Apple",medium,615.5,7
U04475,38,Other,San Jose,2023-12-09,Dell,medium,277.35,11
U04476,31,F,San Jose,2024-09-18,"Dell,HP,Sony",medium,769.39,7
U04477,22,Other,Houston,2024-06-21,"HP,Sony,Apple",low,157.9,14
U04478,40,F,Los Angeles,2024-03-19,"Dell,Samsung,HP",high,877.66,7
